edition,id,author,username,url,title,has_video,video_count,created_at,body
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDE2N10=,,,https://contra.com/community/2UlsrNBe-discover-your-freelance-persona-uncover-your-unique,I’m a big fan of personality tests (raise your hand if you’ve ever done a Buzzfe,False,0,2025-09-10T15:12:26,"I’m a big fan of personality tests (raise your hand if you’ve ever done a Buzzfeed test 🙋‍♀️), so I thought why not make one for freelancers?Now imagine blending  + Fable’s  into something tailored for freelancers: a FreelancePersona test that identifies what kind of freelancer you are, whether you "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTgzNF0=,,,https://contra.com/community/vOolRAEb-automate-changelogs-with-ai-powered-tool-for," 

I always put off writing changelogs and release notes — until I built somethi",False,0,2025-09-11T06:50:47," 

I always put off writing changelogs and release notes — until I built something to do it for me.For FigmaMakeathon, I created a tool that auto-generates changelogs and release notes using AI — directly from screen versions in your design file.📱 Supports bulk versioning
📝 Generates release-ready n"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTgyNV0=,,,https://contra.com/community/ekUAOqkM-explore-creative-coding-with-generative-art,Introducing Generative Art Studio! As someone deeply interested in using code to,True,1,2025-09-11T06:49:15,"Introducing Generative Art Studio! As someone deeply interested in using code to create beautiful visuals, I wanted to create a platform that allows anyone to do the same using customizable noise patterns.You can also customize the mood and colors of the artwork or simply just randomize to discover "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTgxNF0=,,,https://contra.com/community/OsNE3XkL-explore-idea-scape-your-ai-enhanced-infinite-canvas,🚀 LAST DAY OF MAKE-A-THON and I just finished what I had started.🖊️ Over the pas,False,0,2025-09-11T06:47:35,"🚀 LAST DAY OF MAKE-A-THON and I just finished what I had started.🖊️ Over the past few days, I’ve been building something that I felt was missing in my own workflow: a space where ideas don’t just sit in sticky notes, but actually grow, connect, and make sense together.💡 The result? A living infinite"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTg3OV0=,,,https://contra.com/community/q3UmUroe-diy-clay-tutorial-app-engaging," 

🌸 ClayCraft – DIY Clay Tutorial AppClayCraft is a mobile app I designed for a",False,0,2025-09-10T09:17:45," 

🌸 ClayCraft – DIY Clay Tutorial AppClayCraft is a mobile app I designed for a Figma Makeathon, inspired by Pinterest aesthetics. The app teaches users how to create cute dry clay products through step-by-step tutorials. At each stage, users upload their progress, receive instant feedback, and unl"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTc5NV0=,,,https://contra.com/community/qq3QFWm7-test-your-design-skills-play-shaaarp,"SHAAARP!
just how sharp are those designer’s eyes? 
play game in ",False,0,2025-09-11T06:44:33,"SHAAARP!
just how sharp are those designer’s eyes? 
play game in "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDM0M10=,,,https://contra.com/community/WUkY3BNg-custom-retro-mario-gaming-display-expert,Retro Mario Game Display,True,1,2025-09-10T17:57:25,Retro Mario Game Display
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTY3MF0=,,,https://contra.com/community/67ZYgB7X-operating-system-inspired-by-classic-mac-os,Jumping in at the last minute to add my Makeathon entry - . An operating system ,False,0,2025-09-11T06:06:41,"Jumping in at the last minute to add my Makeathon entry - . An operating system inspired by classic MacOS and built from scratch in Figma Make.

 (designed for desktop)

FigOS includes 12 fun + productive apps & games:
- Finder: Browse Apps, Documents, Videos, Games and more.

Apps
- Ocean: Retro No"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDExNl0=,,,https://contra.com/community/lqAe33q2-produced-to-live-for-20-hours,"I can’t believe this is really happening.
This is my 5 years old concept that I'",False,0,2025-09-10T14:13:44,"I can’t believe this is really happening.
This is my 5 years old concept that I've produced to live for 20+ hours with Figma Make. It can't be true. 

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTg0MF0=,,,https://contra.com/community/2gWOeLNZ-enhance-your-day-planner-with-supabase,"Final day sprint and I’m loving every bit of it.
I’ve updated the Day Planner so",False,0,2025-09-10T08:13:50,"Final day sprint and I’m loving every bit of it.
I’ve updated the Day Planner solution I shared earlier, which received incredible support from this community.What’s next for this solution?
It will remain free for everyone. I’ll be using my organisation's credits to integrate Supabase for database a"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODc5NV0=,,,https://contra.com/community/XkBrBqeg-enhanced-email-drafting-tool-update-with,"Hey everyone! 👋 Here's my final submission for the Figma x Contra makeathon: ""Do",False,0,2025-09-09T13:39:37,"Hey everyone! 👋 Here's my final submission for the Figma x Contra makeathon: ""Don't Send That"" got some major updates! 💌Fixed bugs and switched from WebLLM + Puter.js (stumbled upon CORS nightmare 🫠) to Supabase + Groq for way better reliability. It also has a built-in template logic for smarter con"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTgxNV0=,,,https://contra.com/community/N7FBRemB-revolutionize-lunar-living-with-hexabot-command,In a parallel universe humanity has been establishing settlements on the Moon. E,False,0,2025-09-10T07:44:07,"In a parallel universe humanity has been establishing settlements on the Moon. Everyday life in the lunar colonies would be impossible without Hexabots—ingenious, multi-purpose robots that are crucial to survival in this unforgiving environment.Now, you hold their command center in the palm of your "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDA4M10=,,,https://contra.com/community/YgBW7ves-closetly-app-ui-showcase-explore,"Designed and Prompted this app, Closetly, you can upload outfits and tag pieces ",False,0,2025-09-10T13:28:39,"Designed and Prompted this app, Closetly, you can upload outfits and tag pieces of clothing in it, building your collection, check out people's collections, have people check yours out as well, build a library of your own style and just vibe out. 

After 200 versions couldn't get some functionalitie"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTQ3M10=,,,https://contra.com/community/3Qok7MN3-more-complex-libraries-like-tensorflowjs-and,🐱 cat's cradlean experiment to see how far i could push in figma make with more ,True,1,2025-09-11T04:56:31,"🐱 cat's cradlean experiment to see how far i could push in figma make with more complex libraries like tensorflow.js and mediapipe  hands! i had aspirations to build some imogen heap style gloves, but had to simplify to a ""meow"" interaction for now. 
 
hope you enjoy!"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTQ1MF0=,,,https://contra.com/community/R6blMRrm-explore-archive-world-a-minimalist-figma,"My First submission for #figmamakeathon , Figma make has so much potential :) 
 ",False,0,2025-09-11T04:46:22,"My First submission for #figmamakeathon , Figma make has so much potential :) 
 

Archive World is a clean, minimal archive for videos, photos, and articles with customizable layouts that make exploring content simple and visually engaging."
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODUwNl0=,,,https://contra.com/community/NRevem77-explore-low-poly-treehouse-design-in-figma,My second submission: Treehouse DesignCome and build yourself a treehouse in a l,False,0,2025-09-09T07:16:55,"My second submission: Treehouse DesignCome and build yourself a treehouse in a low-poly environment. Play with it and let me know your thoughts in the comments!Amazing that Figma Make can achieve such results.

 (made for Desktop view only)"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTA0MV0=,,,https://contra.com/community/LLrWbPsL-experience-56-unique-endings-in-our,I've seen some amazing projects! Check out my silly dating Sim where you get to ,True,1,2025-09-11T00:04:27,"I've seen some amazing projects! Check out my silly dating Sim where you get to date Figma’s features and give it some love! The dialogue is not randomly generated, and the trees were all chosen and written by me; also, there are 56 unique endings!"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2NzM4OF0=,,,https://contra.com/community/AFN3YvL7-explore-unique-patterns-with-halftone-studios,"I wanted to make something I like, which is different kinds of patterns, so I ma",False,0,2025-09-07T16:23:03,"I wanted to make something I like, which is different kinds of patterns, so I made Halftone Studio.You can generate different kinds of patterns there. You can play around and use them in your projects. Honestly, it was really fun to make this pattern generator.You can generate so many different kind"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTc0OF0=,,,https://contra.com/community/PFFb2eFs-test-your-tracks-with-live-feline,"Cat Party Synth!! 🐱🎶

Ever wanted to test your tracks with a live feline audienc",False,0,2025-09-10T06:19:35,"Cat Party Synth!! 🐱🎶

Ever wanted to test your tracks with a live feline audience? Now’s your chance!Try out the synth, load up any saved songs, and see which beats make the cats vibe.💡 Tech Tip:
Q: How do you upload an MP3 file to an AI agent that only accepts images?
A: You hide the MP3 (or any fi"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDkxN10=,,,https://contra.com/community/cvUlFXFg-discover-the-pink-opaque-companion-a,Just wrapped my fourth submission I’ve been obsessed with. The Pink Opaque Compa,False,0,2025-09-10T22:38:25,"Just wrapped my fourth submission I’ve been obsessed with. The Pink Opaque Companion.
It’s a journaling app disguised as a haunted VHS archive.Instead of typing notes into a boring box, you record episodes that get saved as tapes on a neon CRT shelf. Each channel (Yearning, Escape, Lost, Resonance) "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTgzM10=,,,https://contra.com/community/cmRNrYse-innovative-figma-makeathon-game-reimagined-building,🚀 Just finished exploring another idea for the Figma Makeathon — a Building Bloc,False,0,2025-09-10T08:04:40,"🚀 Just finished exploring another idea for the Figma Makeathon — a Building Blocks game, but with a twist 🎮✨Instead of plain stacking, I reimagined the concept with unique visual styles:
🔮 Mystic glowing cubes
🌱 Nature-inspired organic blocks
🍭 Playful candy & retro vibesThe goal was to take somethi"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTgzMF0=,,,https://contra.com/community/csXLQWq3-boost-productivity-with-focusly-the-ultimate,A minimalist habit-building & focus app designed with calm pastel tones to help ,False,0,2025-09-10T08:01:27,"A minimalist habit-building & focus app designed with calm pastel tones to help users stay productive without feeling overwhelmed.
Link -  

✨ Key Features:
- Habit tracking
- Distraction-free focus mode
- Gentle mindful check-ins
- Clean, pastel UI for a stress-free experience
- Dark & Light themeF"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTUyMF0=,,,https://contra.com/community/FkUOYMWW-create-a-digital-terrarium-interactive-nature,"For my forth and final submission, I started with the prompt ""What's something f",False,0,2025-09-10T00:16:25,"For my forth and final submission, I started with the prompt ""What's something fun you want to make?"" and encouragingly nudged the AI to create this digital Terrarium. The idea of the terrarium and visual language of the naturalist's workbench with wooden frames, analog-style controls, and organic m"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTQwNF0=,,,https://contra.com/community/A37XNQe3-explore-dynamic-figma-layouts-with-interactive,Playing around with layouts is my favorite kind of not-working time in Figma. Us,False,0,2025-09-09T21:34:49,"Playing around with layouts is my favorite kind of not-working time in Figma. Usually, I put on discover weekly, grab a few elements, and start rearranging them with prototype smart animate. Love this soo much 🤍

This time, I challenged myself: can I do it only through chat with Figma Make? 🤫 You ca"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODk2M10=,,,https://contra.com/community/vvsB7Rm2-engage-with-an-interactive-tangram-puzzle,"Hello, fellow creatives! 👋⚠️ This prototype was designed for desktop use (not mo",True,1,2025-09-09T15:31:46,"Hello, fellow creatives! 👋⚠️ This prototype was designed for desktop use (not mobile).I reimagined the ancient Chinese Tangram puzzle as a playful desktop experience built with Figma Make.With 7 simple shapes, you can recreate countless silhouettes, from animals to everyday objects. Drag, rotate, an"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTE5M10=,,,https://contra.com/community/6URs3e3B-explore-rhythm-ideas-with-ear-hustle," 

My Figma Make entry is a minimal drum machine called .I made this to quickly ",False,0,2025-09-11T02:06:20," 

My Figma Make entry is a minimal drum machine called .I made this to quickly capture rhythm ideas. My goal was to create something that works for beginners and seasoned producers alike.Features:• 🎲 Genre-adapting random pattern generator• 🥁 Step sequencer & drum machine• 🧰 Five unique drum kits ("
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTE3MF0=,,,https://contra.com/community/qPgX7PFE-enhance-your-freelance-skills-with-interactive,"Second and last submission as the makeathon wraps up! 

I would like to introduc",False,0,2025-09-11T01:49:52,"Second and last submission as the makeathon wraps up! 

I would like to introduce 🧑‍💼 Client Simulator — a fun way to get comfortable negotiating project terms and handling tricky client conversations.Features:- 5 unique client personas- Dynamic satisfaction bar that reacts to your choices- Session "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk3MF0=,,,https://contra.com/community/FPWUMOOe-play-interactive-rock-paper-scissors-on-figma,"Rock-paper-scissors 
 ",False,0,2025-09-11T06:59:01,"Rock-paper-scissors 
 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk2OF0=,,,https://contra.com/community/QLOOoMcq-elevate-collaboration-join-desk-for-startups,"DESK, a workplace for startups and deep work. Create or join the desk to collabo",False,0,2025-09-11T06:58:58,"DESK, a workplace for startups and deep work. Create or join the desk to collaborate with work.https://www.figma.com/make/pT0nAxsMMAdobQ5TSSYwNe/Set-Checkpoint-System?node-id=0-4&t=XbqSZGdRBhrXZZdZ-1"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk1NV0=,,,https://contra.com/community/kbYFMcm2-create-unique-acapella-tracks-with-our,"After many attempts I give you ""Sing your heart out""!

Ever wanted to be even mo",False,0,2025-09-11T06:58:38,"After many attempts I give you ""Sing your heart out""!

Ever wanted to be even more embarrassed by your own voice? Now you can with this acapella maker!! Go on jump in there and see what monstrous creation you can create :)

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk0MF0=,,,https://contra.com/community/NqqeFYZ7-master-cooking-with-science-unlock-culinary,"Welcome to BondAppétit! Did you know that every time you cook, you're conducting",False,0,2025-09-11T06:58:18,"Welcome to BondAppétit! Did you know that every time you cook, you're conducting chemistry experiments? When you brown meat, caramelize onions, or bake bread - you're manipulating molecules and chemical reactions! Understanding the molecular science behind cooking helps you become a better chef. Fro"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkzN10=,,,https://contra.com/community/P6PBqRle-hire-an-expert-to-create-your, ,True,1,2025-09-11T06:58:13, 
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkyMV0=,,,https://contra.com/community/2PscEPBo-revolutionize-e-commerce-with-ai-discover-shop-with-ai,Reimagining Online Shopping with AI: ShopWithAI (A multi-page AI-driven e-commer,False,0,2025-09-11T06:57:35,Reimagining Online Shopping with AI: ShopWithAI (A multi-page AI-driven e-commerce platform)                   Features & Inspiration:-Style DNA Quiz: A gamified onboarding experience (inspired by Duolingo’s bite-sized learning) - A “Surprise Me” button for serendipitous discoveries-Immersive AR/VR 
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkwOV0=,,,https://contra.com/community/PNBcoMe2-discover-recipes-with-sweg-your-personalized,"Ever open your fridge, stare at the shelves, and feel utterly uninspired? We bui",False,0,2025-09-11T06:57:09,"Ever open your fridge, stare at the shelves, and feel utterly uninspired? We built SWEG: Your AI Fridge to change that.With SWEG, you:– Pick at least 5 of your fridge finds (as playful pixel icons).
– Hit Generate to let AI whip up recipes that actually use what you’ve got.
– Swipe through ideas, sa"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkwMl0=,,,https://contra.com/community/FcWvgkqc-innovative-wcag-22-accessibility-audit-app,Hey everyone! Here is my (chronically) last-minute entry into the Make-a-thon. I,False,0,2025-09-11T06:56:52,"Hey everyone! Here is my (chronically) last-minute entry into the Make-a-thon. I have made an app to automatically audit webpages and documents for conformance with the latest Web Content Accessibility Guidelines (WCAG 2.2), as well as best practices  I have learned during my time working with Profe"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkwMV0=,,,https://contra.com/community/FPZvvlre-revitalize-memories-with-heirloomai-ai-restores,Introducing Heirloom.ai — an AI tool to breathe new life into old family photos.,False,0,2025-09-11T06:56:51,"Introducing Heirloom.ai — an AI tool to breathe new life into old family photos.With cutting-edge image models, we can now recolorize, enhance to HD, and restore precious memories with stunning realism.I’ve built an MVP in Figma to show what the app experience could be. If this post gets 50 likes, I"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg5M10=,,,https://contra.com/community/kBYFmF2Z-be-this-hard-you-can-start,Thousands of dollars in equipment? Hours of studying and practicing? Making musi,False,0,2025-09-11T06:56:17,"Thousands of dollars in equipment? Hours of studying and practicing? Making music doesn't have to be this hard!

You can start making beats right now with Childish Engineering's first device: the FO III

Modify each sound, add effects, and record a pattern to create the ultimate beat!

  "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg3OV0=,,,https://contra.com/community/F7kPYROs-experience-retro-gaming-duck-hunt-remade,"🦆 BANG! BANG!

Remember those Saturday mornings in the 80s/90s, frantically shoo",False,0,2025-09-11T06:55:05,"🦆 BANG! BANG!

Remember those Saturday mornings in the 80s/90s, frantically shooting ducks while that smug hunting dog laughed at every miss? Well, I just recreated the ENTIRE Duck Hunt experience in Figma Make.From the retro 8-bit styling to the authentic gameplay mechanics, this took me down the u"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg0NV0=,,,https://contra.com/community/vgM6A6lM-book-your-rocket-ride-journey-to,Pack your space snacks and grab a window seat — it’s time to join the journey to,False,0,2025-09-11T06:52:21,"Pack your space snacks and grab a window seat — it’s time to join the journey to Mars! Booking your rocket ride is as easy as a click, so why not trade traffic jams for stardust and sunsets on the Red Planet?
 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg0M10=,,,https://contra.com/community/WOs366OY-boost-your-digital-catgoshi-experience-with,"Focus, achieve, and watch your Catgoshi thrive 🐱⚡️ ",True,1,2025-09-11T06:51:56,"Focus, achieve, and watch your Catgoshi thrive 🐱⚡️ "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTkwNF0=,,,https://contra.com/community/lmckkX2R-create-mesmerizing-gradients-with-our-new,"Final stretch of the MakeAthon 🎉
I’m excited to share my submission: a mesh grad",False,0,2025-09-10T09:37:29,"Final stretch of the MakeAthon 🎉
I’m excited to share my submission: a mesh gradient web app for all the graphic people!✨ Create stunning gradients with extensive controls
🎨 Play with presets or craft your own looks
⚡ Tweak endless settings to get the perfect vibe
🏞️ Grab palette from YOUR OWN PICTU"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODkxNF0=,,,https://contra.com/community/YbEWRXOb-unlock-learning-bite-study-ai-powered-microlearning-platform,"Introducing BiteStudy – AI-Powered Microlearning Made SimpleI built BiteStudy, a",False,0,2025-09-09T14:39:28,"Introducing BiteStudy – AI-Powered Microlearning Made SimpleI built BiteStudy, a platform that turns any topic into bite-sized, interactive lessons.How it works:Enter ANY topic you want to learnAI generates a complete course with structured lessonsEarn XP for correct answers and climb the leaderboar"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDY2OV0=,,,https://contra.com/community/MvBvXsNg-maximize-efficiency-with-new-goal-oriented-planning,"Yet Another Planning App
12 weeks. 3 tasks max per goal.
Fall behind? You settle",False,0,2025-09-10T20:37:36,"Yet Another Planning App
12 weeks. 3 tasks max per goal.
Fall behind? You settle your Action Debt before moving on. This app will be loved or hated — it has little pity for procrastinators. (Yes, very Capricorn of me.)

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTc0Nl0=,,,https://contra.com/community/OZZmlmZO-restore-it-traverse-five-unique-realms,"The Crystal of Eternity has been stolen! As a loyal warrior, it’s your mission t",False,0,2025-09-11T06:32:06,"The Crystal of Eternity has been stolen! As a loyal warrior, it’s your mission to restore it. Traverse five unique realms, each filled with clever obstacles and relentless enemies, and bring the crystal back to its rightful place.

Handcrafted assets in Figma design + completely coded with Figma Mak"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTA3Ml0=,,,https://contra.com/community/YBMZ2bok-engage-with-bubble-pop-addictive-gameplay,"!, a fun little game. Just tap to pop! 🚀

Added some cool twists with pattern-ba",False,0,2025-09-11T00:29:42,"!, a fun little game. Just tap to pop! 🚀

Added some cool twists with pattern-based chain reactions and combo multipliers that make you think ahead. It’s a quick and enjoyable experience that stays fresh even after you play it a bunch of times.

 • Level goals like clearing X bubbles, limited moves,"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTYwNF0=,,,https://contra.com/community/ms3UlZmA-transforming-website-with-human-centric-ai-for,"When we launched our redesigned website on Make, we faced a big problem: it coul",False,0,2025-09-11T05:45:05,"When we launched our redesigned website on Make, we faced a big problem: it couldn't be indexed—a critical business issue. I joined the Makeathon to fix it and transform our one-page site into a ful platform.My initial attempts with complex AI prompts failed. So I gave it a screenshot of our SEO sco"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTU3Ml0=,,,https://contra.com/community/7OZNN2AR-join-a-fun-gaming-challenge-help,"Stop scrolling!

Help me feel better - everyone I challenged in these 2 games en",False,0,2025-09-11T05:37:35,"Stop scrolling!

Help me feel better - everyone I challenged in these 2 games ended up beating me. Need volunteers who are as bad as I am to make me feel good and not lonely at the bottom!

Not integrating Supabase to keep my records a secret!
View live -  "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTg0OF0=,,,https://contra.com/community/g7oY6MNQ-design-a-senior-friendly-gig-app-for,"The Silver Gig: A Purposeful Gig Economy for India's Seniors

Design a mobile ap",True,1,2025-09-10T08:21:21,"The Silver Gig: A Purposeful Gig Economy for India's Seniors

Design a mobile app connecting senior citizens to non-strenuous gig jobs. Address loneliness by providing meaningful work.  

For seniors: A simple interface to browse and book flexible jobs.  

For businesses: A way to post tasks like te"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTAxNl0=,,,https://contra.com/community/P6ZZm3QE-instant-portfolio-creation-configure-figma-designs,"🐣 What if Contra and Figma had a baby? 

✨ Meet Configure → 👉🏼 Turn your designs",False,0,2025-09-10T23:54:02,"🐣 What if Contra and Figma had a baby? 

✨ Meet Configure → 👉🏼 Turn your designs into a personal portfolio in 1 click. No more outdated portfolios. 👋🎀 Design on Figma. Get jobs on Contra. Generate your portfolio on Configure.🤓 Still in beta! If you like what you see, join the waitlist (powered by Su"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTI2NF0=,,,https://contra.com/community/NM3QQNBl-completing-figma-make-a-thon-entry-under-tight,It's a race against the clock to get this Figma Make-a-thon entry completed but ,False,0,2025-09-09T19:05:01,It's a race against the clock to get this Figma Make-a-thon entry completed but happy with how things are turning out so far. How are we doing ppl?
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTgyOV0=,,,https://contra.com/community/NBbAloMq-discover-your-future-with-ai-tarot,"Lume – AI Tarot Reader 🌙🔮Ask any question and Lume reveals your Past, Present, a",False,0,2025-09-10T08:00:47,"Lume – AI Tarot Reader 🌙🔮Ask any question and Lume reveals your Past, Present, and Future with a simple 3-card spread.Flip each card to see a clean, symbolic drawing of the Major Arcana — then receive an AI-powered reading that connects directly to your question."
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw3MDE1Ml0=,,,https://contra.com/community/eRvoBQsq-interactive-virtual-pet-game-design-and,"I tried my hands on something that I always loved as a kid, ! Completely done wi",False,0,2025-09-10T14:56:36,"I tried my hands on something that I always loved as a kid, ! Completely done with Figma Make, it's interactable, grows over time (realtime!), becomes an adult for you to care for. With different breeds you get randomly, it's even replayable. They need love, food and fun to stay alive- how long can "
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw2OTQ4MF0=,,,https://contra.com/community/AXorlok2-discover-verse-your-daily-wisdom-and,✨ My third submission for the Contra × Figma Hackathon: Verse ✨A mobile app for ,False,0,2025-09-09T23:18:42,"✨ My third submission for the Contra × Figma Hackathon: Verse ✨A mobile app for daily wisdom,  personalized quotes across traditions, progress tracking, and an Ask AI feature when you need a little guidance.I looked into making it as comprehensive as possible, it’s mobile only at this stage. You can"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw3MDk2N10=,,,https://contra.com/community/3qvW32mY-engage-with-bitmage-real-time-crypto-trend,"My submission for the #FigmaMakeathonI built a game ""Bitmage"" that allows you to",False,0,2025-09-10T23:15:11,"My submission for the #FigmaMakeathonI built a game ""Bitmage"" that allows you to test your instincts and predict Bitcoin's price trends in real-time with this thrilling Crypto Trend Predictor Game!   Get in -   make split-second decisions, and climb the leaderboards. Experience the excitement of cry"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw3MDk0MV0=,,,https://contra.com/community/FbrmkFbo-explore-innovative-animation-studio-prototype-in,Thrilled to share my second Figma Makeathon project: an Animation Studio prototy,False,0,2025-09-10T22:55:40,"Thrilled to share my second Figma Makeathon project: an Animation Studio prototype 🎨✨
It comes with shape tools (add, delete, resize, move), a brush tool, and the ability to add keyframes for animation.

This project reflects my interest in creative tools, interactivity, and motion design, built ent"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw0ODc2MjBd,,,https://contra.com/community/7qv9kuOf-join-figma-makeathon-unlock-creativity-with,"The Figma Makeathon launches tomorrow at 9am PST - set your alarms, there’s up t",False,,2026-02-23T19:07:19,"The Figma Makeathon launches tomorrow at 9am PST - set your alarms, there’s up to $100K in prizes. 

Join this page now to be one of the first to access this year’s guidelines & challenges.

This year"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw4MjYwMTZd,,,https://contra.com/community/XN3JZuT9-join-my-journey-in-the-config,I've decided to take part in the Config Makeathon Challenge! It's the first time,False,,2026-06-07T11:17:09,"I've decided to take part in the Config Makeathon Challenge! It's the first time I'm participating in a hackathon & first time vibe-coding - so I'm up for a challenge! 🙌

However, I'm quite excited by"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw2NTIyNzhd,,,https://contra.com/community/3Nm5pFvL-key-insights-from-teaching-at-figma," has quietly built one of the most interesting careers in product design, part f",False,,2026-04-19T20:15:31," has quietly built one of the most interesting careers in product design, part founder, part educator (Figma Academy), and now a designer who fully owns the front end with AI as his coding partner.

@"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw1NTM4Nzhd,,,https://contra.com/community/neIDybLs-explore-the-innovative-winners-of-figmas,"As someone who’s won a few Contra hackathons, I love seeing what comes out of th",False,,2026-03-17T18:46:49,"As someone who’s won a few Contra hackathons, I love seeing what comes out of these. 🎖️🏆The level this year at the Figma Makeathon? Insane. People are really pushing what’s possible not just visually,"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw1NTQxNDdd,,,https://contra.com/community/X2pZwyGS-discover-how-i-coded-ai-to,"I vibe coded an AI that shows real emotion.

 Comment below if you're interested",True,,2026-03-17T20:39:16,"I vibe coded an AI that shows real emotion.

 Comment below if you're interested in how I did it and I'll write it in the first comment.

"
Figma Makeathon March 2026,WyJTb2NpYWxQb3N0Iiw1MTI2ODdd,,,https://contra.com/community/1IDPLGyB-create-stunning-procedural-trees-with-custom,My entry for the Figma Makeathon: Procedural Spring.A procedural tree generator ,True,,2026-03-03T04:27:49,"My entry for the Figma Makeathon: Procedural Spring.A procedural tree generator with default styles based on Figma colors and additional customization options.You can control growth, sway, droop, and "
