edition,id,author,username,url,title,has_video,video_count,created_at,body
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTI3M10=,,,https://contra.com/community/FMUoE2qo-built-for-designers-inspired-by-the,Welcome to  — where designers play and compete. 🎯FigmArena is a playful concept ,False,0,2025-09-11T03:07:29,"Welcome to  — where designers play and compete. 🎯FigmArena is a playful concept built for designers, inspired by the Figma spirit. — 5 different mini-games with a leaderboard, a comment wall to keep the community vibe alive. Designed to feel like home with details of Figma interface, it’s a place wh"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDQwN10=,,,https://contra.com/community/kY3vPYR6-explore-historical-what-ifs-with-alternative-timeline,Alternative Timeline Detection System: What if the world wars never happened? Wh,True,1,2025-09-10T18:30:53,Alternative Timeline Detection System: What if the world wars never happened? What if the Romans invented steam engines? With the OTA's (Office of Temporal Affairs) Alternative Timeline Detection System you can explore all the wild ways history could have changed by diving into the alternative timel
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODM0OV0=,,,https://contra.com/community/Y6U3BYUr-master-corporate-jargon-climb-from-intern,"Do You Speak Corporate?
12 rounds. Endless buzzwords. Maximum nonsense.Climb the",False,0,2025-09-09T01:44:37,"Do You Speak Corporate?
12 rounds. Endless buzzwords. Maximum nonsense.Climb the ladder from Intern to Thought Leader™ by answering faster than your coworkers can schedule a meeting. Use your 3 hints wisely, rack up points, and prove once and for all that you’re fluent in corporate-speak.Play now an"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDYxOF0=,,,https://contra.com/community/YRlmMomQ-create-frame-by-frame-svg-animations-with-unique,Frame by frame SVG and free form animator.This is the app I worked on the most: ,True,1,2025-09-10T20:10:10,"Frame by frame SVG and free form animator.This is the app I worked on the most: an app to create small, frame-by-frame animations. I have a kind of nostalgia for past times and for people that want to break from standard transitional web animations. I think that with Figma Draw, it can be an interes"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTUwMV0=,,,https://contra.com/community/U3crlR6B-discover-innovative-designs-by-oiia-or," 
🐈oiia🔄oiia🐈oiia🔄oiia🐈oiia🔄oiia🐈oiia🔄oiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoi",False,0,2025-09-11T05:10:04," 
🐈oiia🔄oiia🐈oiia🔄oiia🐈oiia🔄oiia🐈oiia🔄oiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiiaoiia"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDkwNV0=,,,https://contra.com/community/bROrRW7g-in-figma-where-you-run-jump,Our #figmamakeathon project is now LIVE!  – An interactive game designed in Figm,False,0,2025-09-10T22:31:37,"Our #figmamakeathon project is now LIVE!  – An interactive game designed in Figma where you run, jump, and collect vital resources to help displaced families survive the chaos of war.Your mission: Collect water, deliver relief, survive challenges, and uncover stories of resilience.✔️ Stunning parall"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODQ3MV0=,,,https://contra.com/community/bMWXo7mX-innovative-podcast-app-interactive-features-enhance, 👀 That’s the idea behind my submission for #figmamakeathonI reimagined  as an a,False,0,2025-09-09T06:15:44," 👀 That’s the idea behind my submission for #figmamakeathonI reimagined  as an app with features built to make listening social, interactive, and community-driven:Real-time chat reactions and emojis while you listen
Timestamp comments you can revisit anytime
Community polls during episodes
AI-genera"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTU4OF0=,,,https://contra.com/community/MoAL3Lmo-unveiling-easter-eggs-explore-my-retro,"What a ride it's been!To push further the limits, I added an Easter Egg to my Re",False,0,2025-09-10T02:41:25,"What a ride it's been!To push further the limits, I added an Easter Egg to my Retro Minesweeper submission. Hope everyone find it, and enjoy the experience (tip: look for options).It's my first participation as Builder in a contest with pairs from different backgrounds, where I found myself sharing "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk3Nl0=,,,https://contra.com/community/kc3eb26k-create-unique-3-d-experiences-with-our,Customizable 3D Ball is an interactive design project where you can personalize ,False,0,2025-09-11T06:59:10,"Customizable 3D Ball is an interactive design project where you can personalize a spinning 3D sphere—change colors, textures, and settings. Minimal interface, bold visuals, maximum fun."
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk2OV0=,,,https://contra.com/community/PXEONlBb-explore-alternate-life-paths-with-life-rewind,LifeRewind AI is a futuristic web application that allows users to explore alter,False,0,2025-09-11T06:59:00,"LifeRewind AI is a futuristic web application that allows users to explore alternate life paths through AI-driven “What If” simulations. By inputting choices like different careers, education, lifestyles, or locations, users can visualize how their lives might have unfolded.The platform delivers imm"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk2MF0=,,,https://contra.com/community/WblPe3kX-revolutionizing-csr-in-india-discover-make,"✨ Inspired by Figma Make, I created  — a platform that reimagines how Volunteers",False,0,2025-09-11T06:58:46,"✨ Inspired by Figma Make, I created  — a platform that reimagines how Volunteers, NGOs, and Brands connect in India.India is a unique market where Corporate Social Responsibility (CSR) is mandatory for eligible companies. MGH provides a structured yet engaging ecosystem that not only enables NGOs to"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk1Nl0=,,,https://contra.com/community/ooEsbLl2-creative-shared-space-design-discover-nest,"Nest 🕊 – a cozy shared space for thoughts

 ",False,0,2025-09-11T06:58:39,"Nest 🕊 – a cozy shared space for thoughts

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk0Ml0=,,,https://contra.com/community/6lOUel6q-create-and-use-a-minimal-pomodoro,"Minimal Pomodoro Timer 🕰️
Designed and published with Figma and Figma Make.A dis",False,0,2025-09-11T06:58:20,"Minimal Pomodoro Timer 🕰️
Designed and published with Figma and Figma Make.A distraction free pomodoro timer created with Figma products, published live with Figma Make.Try the live app:  Explore/remix the Community file:
 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkyM10=,,,https://contra.com/community/cBR7WqUA-transform-your-fitness-journey-with-vibe-fits," 

VibeFit helps you build lasting habits and track your fitness journey with a ",False,0,2025-09-11T06:57:37," 

VibeFit helps you build lasting habits and track your fitness journey with a vibrant, personal touch. Your daily progress, your way."
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkxNF0=,,,https://contra.com/community/bAk7Y2UA-create-and-share-art-with-digital,"Add a doodle ✍️ Build a garden 🌱

Introducing Digital Doodle Garden — a cozy cor",False,0,2025-09-11T06:57:22,"Add a doodle ✍️ Build a garden 🌱

Introducing Digital Doodle Garden — a cozy corner of the internet where every sketch plants something new, growing into a shared, living landscape. Click a dot, doodle a prompt, and watch your creation come to life.

(Try out out in full screen 👀)

Built with Figma,"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkwMF0=,,,https://contra.com/community/32AXX72c-design-stunning-interfaces-with-eris-innovative,"hi im eri and in this era of slop, i love making beautiful interfaces. i really ",False,0,2025-09-11T06:56:43,"hi im eri and in this era of slop, i love making beautiful interfaces. i really enjoyed playing around with figma make this week and thus created.....

 :::::::::::: !

i recently became obsessed with japanese stationary so this text/grid editor is an homage to it! there are custom stamps and ascii "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg4Ml0=,,,https://contra.com/community/EAXgmbEN-adopt-your-virtual-friend-meet-pixel-pet,Meet by Bianca Bustos & Erika Manzano - your tiny friend for the desktop! 🐣 Adop,False,0,2025-09-11T06:55:30,"Meet by Bianca Bustos & Erika Manzano - your tiny friend for the desktop! 🐣 Adopt, feed, and play with your digital companion, just like a mini Tamagotchi for your workspace. We built this desktop widget to blend nostalgia with modern interaction - a quick, joyful escape from your 9-5."
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg0OV0=,,,https://contra.com/community/bkBqmlN7-transform-your-workflow-with-innovative-screen,"🚀 SplitSpace 
let's you split your screen into multiple interactive canvases whe",False,0,2025-09-11T06:52:49,"🚀 SplitSpace 
let's you split your screen into multiple interactive canvases where you can run apps, files, notes, and browsers all in one place. 


Join the waitlist with your email to be the first to try it out — I’ll really develop this soon: 
 


 

"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg0OF0=,,,https://contra.com/community/vBMrUvgl-skill-swap-revolutionizing-networking-and-skill-exchange,"Hi everyone 👋, We’re excited to introduce SkillSwap, the world’s first platform ",False,0,2025-09-11T06:52:43,"Hi everyone 👋, We’re excited to introduce SkillSwap, the world’s first platform that combines networking, skill-swapping, conferences, events, and more — all in one place.

  On SkillSwap, you can: • Swap skills with people across different domains and learn directly from peers. • Teach your skills "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODk1Ml0=,,,https://contra.com/community/YN2mmUNW-optimize-team-efficiency-with-an-integrated,"Turn chaos into clarity with an all-in-one Team OS.

 That takes you from idea t",True,1,2025-09-09T15:14:14,"Turn chaos into clarity with an all-in-one Team OS.

 That takes you from idea to done, Run your team from one clean dashboard: plan projects, assign owners, and track every task as it moves from Upcoming → In-Progress → Completed.Visual roadmaps on a shared timeline and calendar.keep everyone align"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTc0NF0=,,,https://contra.com/community/MrvAZBL6-explore-vietnams-travel-gems-with-lokavn, – Explore Your World is an all-in-one travel & lifestyle review app in Vietnam.,False,0,2025-09-11T06:31:57," – Explore Your World is an all-in-one travel & lifestyle review app in Vietnam. Users can explore food, attractions, culture, shopping, entertainment, and accommodation – all in one place. Every approved review earns Loyalty Points, redeemable for perks, making it fun and rewarding to share authent"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTc1Nl0=,,,https://contra.com/community/2ZPmeBQg-explore-the-inclusive-features-of-openway,"Openway – an accessible travel app designed with inclusivity.Too often, people w",False,0,2025-09-10T06:26:58,"Openway – an accessible travel app designed with inclusivity.Too often, people with disabilities, parents with strollers, or those with temporary injuries struggle with something as simple as getting to a café or hospital. It's not about some, it's about all. Openway helps by letting users set their"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTU4Ml0=,,,https://contra.com/community/MZrWgWEZ-discover-figma-insights-with-interactive-2025,Spotify wrapped but for your figma file? 🤔 That's the idea. You login and input ,True,1,2025-09-10T02:31:51,"Spotify wrapped but for your figma file? 🤔 That's the idea. You login and input your file url, and the website generates a interactive report of how it went for far for 2025. Figma Rewind

PS: The report includes a lot of easter eggs 🤫🥚

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODA3Nl0=,,,https://contra.com/community/LovENFoo-revive-childhood-memories-challenging-zuma-inspired-game,"My second submission.
First time I focused on real product, with a story and res",False,0,2025-09-08T17:46:05,"My second submission.
First time I focused on real product, with a story and research and all design jazz. 

And for this one, I just asked myself: what fun stuff I want to build? And remembered I used to go crazy from that old game Zuma when I was a kid.

 And let me know if you could pass 3d level"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTM3M10=,,,https://contra.com/community/2XRPFv3c-join-our-live-figma-submission-review,I want to do a live review of the Figma submissions and livestream it. Would any,False,0,2025-09-09T20:56:48,I want to do a live review of the Figma submissions and livestream it. Would anyone be interested in this?
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2NzQwOF0=,,,https://contra.com/community/XMX37AMB-explore-figma-snake-an-interactive-design,"Need a break after too many hours designing in Figma? 🎨 Just play some  🐍

I cre",False,0,2025-09-07T17:34:47,"Need a break after too many hours designing in Figma? 🎨 Just play some  🐍

I created Snake inside the Figma interface.
Hunt for vectors and climb the global leaderboard. Bonus: all interface elements are clickable — discover all the cool features!

Play it here: "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODIyMV0=,,,https://contra.com/community/QQOXlvgm-instant-weekend-planner-organize-activities-in,"I've built an app that plans weekend activities with your friends in 5 minutes

",True,1,2025-09-08T20:33:29,"I've built an app that plans weekend activities with your friends in 5 minutes

"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDA0Ml0=,,,https://contra.com/community/OcE7lcgc-vynx-player-experience-retro-music-with,Vynx Player – Spin the RetroOur journey started with the idea of making a small ,True,1,2025-09-10T12:24:37,"Vynx Player – Spin the RetroOur journey started with the idea of making a small game. We wrote a story, explored the concept, and tested early designs, but the game failed. Instead of stopping there, we turned that challenge into an opportunity and built a modern digital music player with a retro tw"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTMwMl0=,,,https://contra.com/community/ZgPLWqkR-studio-that-turns-your-flat-figma,"Have you ever wondered what would happen if Figma, Spline, and Jitter had a baby",False,0,2025-09-11T03:30:54,"Have you ever wondered what would happen if Figma, Spline, and Jitter had a baby?Meet Moxy - the ultimate 3D mockup studio that turns your flat Figma designs into animated 3D scenes with just couple of clicks.

What Moxy can do:
- Built-in Figma import (Figma API integrated)
-  Smart Decal projectio"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2NzQ5NF0=,,,https://contra.com/community/qgrQLlAb-explore-13-virus-types-with-real-time,A real-time viral structure simulator that recreates 13 scientifically accurate ,False,0,2025-09-07T21:43:26,"A real-time viral structure simulator that recreates 13 scientifically accurate virus types with particle systems and biological data. 

It combines real science with an interactive format, making virology easier to explore and understand.

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkyNV0=,,,https://contra.com/community/QFkNcUsb-explore-brightwood-city-a-fun-learning,"Hi everyone, here's my official submission!

Welcome to Brightwood City!! :0
A c",False,0,2025-09-11T06:57:41,"Hi everyone, here's my official submission!

Welcome to Brightwood City!! :0
A cozy learning city where students explore neighborhoods , each with its own subject, play interactive mini-games, and collect patches to mark their progress. Inspired by the playful spirit of Animal Crossing, Brightwood C"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkwM10=,,,https://contra.com/community/vPNsZrbs-revolutionize-governance-with-citizens-app-boost-transparency,"The CitizensApp for more transparent governance. It improves less corruption, br",False,0,2025-09-11T06:56:53,"The CitizensApp for more transparent governance. It improves less corruption, bring Politicians and citizens closers.Through the app :- You can find all the information about the ongoing government project. Who are working on them, the financials.
-You can post complains, interact with your local re"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg2N10=,,,https://contra.com/community/LoMoAOkv-explore-batik-motifs-discover-cultural-stories,celebrates the stories woven into every Batik motif. Each pattern carries histor,False,0,2025-09-11T06:54:13,"celebrates the stories woven into every Batik motif. Each pattern carries history, belief, and memory across time, offering a window into the soul of tradition.With so much uncertainty in Indonesia, these stories remain a quiet reminder of home. They carry the warmth, beauty, and resilience of a cul"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDUwM10=,,,https://contra.com/community/c2s3k6cP-revolutionize-task-management-with-our-voice-first,"Last day of the #figmamakeathon! For this submission, I focused on a struggle I ",False,0,2025-09-10T19:12:50,"Last day of the #figmamakeathon! For this submission, I focused on a struggle I have with organizing tasks and thoughts, plus typing everything, so I thought about making this voice-first productivity app designed for people who feel overwhelmed by scattered to-dos, ideas, and reminders.Instead of t"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTUwMl0=,,,https://contra.com/community/QAkskkRE-innovative-ai-visa-assistant-for-africans,Reimagining the Visa Journey For Africans with AI  :My entry for the Contra × Fi,True,1,2025-09-09T23:45:31,"Reimagining the Visa Journey For Africans with AI  :My entry for the Contra × Figma Makeathon is VisaPal an AI-powered visa assistant built entirely in Figma Make. With Figma Make I designed and implemented everything components, cards, onboarding."
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODk2OV0=,,,https://contra.com/community/WRQXmPOc-discover-yarn-map-studio-your-go-to-crafting,"Okay, third and final submission 🎉 . I've already had one , one fun game, and no",False,0,2025-09-09T15:36:39,"Okay, third and final submission 🎉 . I've already had one , one fun game, and now I've asked myself, what would I really use after Hackathon?Apart from design, I'm a crafter, often look for new patterns and struggle to calculate yarn, have leftovers, always.  So here it is - , a web-app like a cosy "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTkyNF0=,,,https://contra.com/community/MbeLvvbR-httpsvisualfigmasite-visuals-is-giving-away-unlimited,"🌐 Visuals Preview – All-in-one, AI-supercharged Visualization platform  where al",True,1,2025-09-10T10:04:38,"🌐 Visuals Preview – All-in-one, AI-supercharged Visualization platform  where all data comes to life.
 
 

Visuals is giving away unlimited GPT-5 to power the world's most intuitive visualization platform for free without a subscription indefinitely. 

Endless Customization: Personalize visuals with"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTkxOV0=,,,https://contra.com/community/EgB37k7L-revive-your-brand-identity-with-custom,"How many of you still keep a business card?Yeah, we don’t really use them anymor",False,0,2025-09-10T09:58:30,"How many of you still keep a business card?Yeah, we don’t really use them anymore.But don’t you miss the little details,
the paper texture, the typography,
the way it carried your identity in such a small object?We wanted to bring that memory back.Not because you need it,
but because it feels good t"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2ODA1MF0=,,,https://contra.com/community/qeccqZsm-little-things-in-our-daily-lives,"Whenever we miss someone, it's not the big milestones we want to share; it's the",False,0,2025-09-08T17:11:29,"Whenever we miss someone, it's not the big milestones we want to share; it's the little things in our daily lives.A flower on the street, the smell of rain in a café, a cookie fresh from the oven.That’s the concept behind my second submission: The Moon is Beautiful Tonight.Instead of creating anothe"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTQ2NV0=,,,https://contra.com/community/3brZYU2o-discover-creative-reset-boost-creativity-with,Here’s my submission for the #figmamakeathon ✨ a playful web app that helps crea,True,1,2025-09-11T04:50:53,"Here’s my submission for the #figmamakeathon ✨ a playful web app that helps creatives shake off stuck energy with short somatic exercises.You choose how you’re feeling (foggy, overthinking, scattered, etc.), and Calmi, your little guide, walks you through a quick reset. A few breaths, a shake, some "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2NzQ2MV0=,,,https://contra.com/community/boAQZmAB-streamline-group-travel-plans-with-ai-powered,"My final submission of Plan That Trip with a few minor corrections. 🤗

We all kn",False,0,2025-09-07T19:44:15,"My final submission of Plan That Trip with a few minor corrections. 🤗

We all know the struggle: you want to plan a trip with friends, but everyone has different ideas. The planning drags on forever... and sometimes it just never happens at all. 🥴

That’s where Plan That Trip comes in. Powered by AI"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2Nzk5NF0=,,,https://contra.com/community/lUsgeNms-discover-hidden-easter-eggs-in-my,My Figma Makeathon submission is up and there are a couple of easter eggs I have,True,1,2025-09-08T16:11:08,"My Figma Makeathon submission is up and there are a couple of easter eggs I haven't mentioned! If you work any out, let me know in the comments 👀

HINT 🌟 try turning the letters upside down, or adding some chaos. There are a bunch to find! "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTAxOV0=,,,https://contra.com/community/oLLWcAEF-semantic-color-palettes-and-responsive-typography,Created this Figma Plugin using Figma makeStreamline your Figma workflow with a ,True,1,2025-09-09T16:09:41,Created this Figma Plugin using Figma makeStreamline your Figma workflow with a plugin that auto-creates semantic color palettes and responsive typography scales.🔗 Try it now: 
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTc4MF0=,,,https://contra.com/community/gX3cAW6Q-join-pixel-farm-create-collaborative-pixel,"🌱🎨 Grow crops. Make art. Together.For the #figmamakeathon, I made : community ga",False,0,2025-09-10T06:56:12,"🌱🎨 Grow crops. Make art. Together.For the #figmamakeathon, I made : community garden where every crop you plant becomes part of a giant piece of pixel art.

It’s simple, relaxing, and addictive:
1) Name your farmer
2) Claim a plot in your community farm
3) Add color to your plot from a huge selectio"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTg1N10=,,,https://contra.com/community/k3ms6XBY-figma-makeathon-submission-noja-food-marketplace-app,"🚀My submission for FigmaMakeathon! 
Noja a food bulk-breaking marketplace app.

",False,0,2025-09-10T08:37:08,"🚀My submission for FigmaMakeathon! 
Noja a food bulk-breaking marketplace app.

Noja makes it easier for people to pool resources, buy food in bulk, and save more 🛒✨ Built with Figma Make, this project reflects my passion for user-centered design and solving real-world problems through simple, impac"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MDUzOF0=,,,https://contra.com/community/OEO2FAFM-explore-ranked-salaries-unlock-pay-transparency,":Introducing Cracked, the ranked salary platform.Companies silence pay transpare",False,0,2025-09-10T19:23:55,":Introducing Cracked, the ranked salary platform.Companies silence pay transparency and conversations nation wide. Transparency should be shared not feared. With Cracked, you no longer need to have those awkward conversations with coworkers about how much they make or be left alone to guess.View rea"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTgxM10=,,,https://contra.com/community/oXW362bM-discover-ai-generated-cooking-videos-with-imcooked,This is my second submission - I built the world’s first AI Cooking Generator ca,False,0,2025-09-10T07:43:41,"This is my second submission - I built the world’s first AI Cooking Generator called IMCOOKED using only capabilities of Figma Make.It creates from zero - realistic viral cooking video 100% generated by AI. You type in a recipe, the AI analyzes it and builds a prompt, then Seedance 1.0 Lite API gene"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw2OTc5Nl0=,,,https://contra.com/community/qNg2QcUg-visualizer-search-diseases-to-instantly,"🚀 After countless trials, errors, and late-night fixes… we finally did it!✨ Intr",False,0,2025-09-10T07:20:40,"🚀 After countless trials, errors, and late-night fixes… we finally did it!✨ Introducing our DNA/RNA Visualizer — search diseases to instantly pull related genes, or upload your own FASTA files to explore further.Here’s what it can do 👇
🔹 Visualize DNA/RNA in linear & circular views
🔹 Detect 100+ res"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk2N10=,,,https://contra.com/community/YYmFNmYr-hire-skilled-freelancers-for-your-next,LET's GO!!!,False,0,2025-09-11T06:58:55,LET's GO!!!
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk1M10=,,,https://contra.com/community/gW32kesm-boost-short-term-rental-profits-with-octo-rate,"Hey everyone 👋I just published OctoRate, a goal-based pricing calculator for sho",False,0,2025-09-11T06:58:36,"Hey everyone 👋I just published OctoRate, a goal-based pricing calculator for short-term rentals. 
5 days! One person! First time using Figma Make! Absolutely loved every minute of it!Why OctoRate? Small hosts with one or a few properties are stuck with tools for big operators. Market-average calcula"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTk0OF0=,,,https://contra.com/community/mA2bQERB-create-and-share-stunning-ai-generated-digital," 

This app lets users create private or public digital scrapbooks to preserve c",False,0,2025-09-11T06:58:28," 

This app lets users create private or public digital scrapbooks to preserve cherished memories. Store photos, videos, voice recordings, and text in beautifully crafted, AI-generated scrapbooks with a realistic page-flipping design, automatically organized by timestamp or manually set dates. Acces"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkzOV0=,,,https://contra.com/community/elYUqBMM-mastering-web-gl-turning-early-flops-into,Tried spinning up my own WebGL creator tonight.Result? A floating beach ball tha,False,0,2025-09-11T06:58:15,"Tried spinning up my own WebGL creator tonight.Result? A floating beach ball that… didn’t quite float. 🏀❌But here’s the thing — progress doesn’t always look pretty. Sometimes it’s broken shaders, empty canvases, or hours of staring at error logs. What matters is pushing through and experimenting, ev"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkzOF0=,,,https://contra.com/community/smNMAskA-revolt-revolutionize-social-movements-with-our,🚀 My 2nd and Final Submission for Figma MakeathonIntroducing Revolt – A Revoluti,False,0,2025-09-11T06:58:14,"🚀 My 2nd and Final Submission for Figma MakeathonIntroducing Revolt – A Revolutionary Social Media App ✊📲- Revolt is designed as a digital platform for movements, truth, and resistance. 
- It empowers people to: Share urgent alerts in real time 
- Raise voices for justice, equality, and unity 
- Spr"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkyNl0=,,,https://contra.com/community/YAeZLklL-transform-your-dream-cake-design-with,My second entry for Figma Make Hackathon:Customize your dream cake:  ,False,0,2025-09-11T06:57:43,My second entry for Figma Make Hackathon:Customize your dream cake:  
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkyMF0=,,,https://contra.com/community/FErZecgm-explore-wavo-discover-global-radio-with,"Last minute submission!
Phew, turned panic into pixels. Meet Wavo! lets you hop ",False,0,2025-09-11T06:57:35,"Last minute submission!
Phew, turned panic into pixels. Meet Wavo! lets you hop from local stations to global frequencies 🌍

Try it out!

 "
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkxOF0=,,,https://contra.com/community/ElYrLOem-my-progress-its-a-silly-satisfying,"Hey #figmamakeathon Community! 👋I've been building a ""Digital Stress Ball"" proto",False,0,2025-09-11T06:57:29,"Hey #figmamakeathon Community! 👋I've been building a ""Digital Stress Ball"" prototype and wanted to share my progress. It's a silly, satisfying micro-game designed to help you achieve a little ""digital zen.""
I'd love for you to try it out and let me know what you think! I'm still finalizing the desig"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTkwN10=,,,https://contra.com/community/7rLMmvmZ-design-templates-its-super-simple-just,My app takes your meeting transcripts and turns them into actionable insights an,False,0,2025-09-11T06:56:59,"My app takes your meeting transcripts and turns them into actionable insights and ready-to-use Figma design templates. It’s super simple: just pick your meeting notes, generate different design templates, and see analytics from your meetings. I hooked it up with Fireflies for transcriptions, but bec"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg5MF0=,,,https://contra.com/community/oesAgNRQ-discover-a-feature-rich-moodboard-web-app,"I went all in and built a fully functional moodboard web app, a creative moodboa",False,0,2025-09-11T06:56:04,"I went all in and built a fully functional moodboard web app, a creative moodboarding ground inspired by the likes of Miro, FigJam, and Canva, but designed from scratch with my own custom UI. First crafted pixel-perfect in Figma, then rebuilt in Figma Make with a live Supabase API integration for lo"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg3MV0=,,,https://contra.com/community/M7Z6gYBL-innovative-word-puzzle-game-discover-fallters,"Fallter: you most probably will, is my submission for the Makethon.

It's a new ",False,0,2025-09-11T06:54:16,"Fallter: you most probably will, is my submission for the Makethon.

It's a new take on word puzzles with a hint of Tetris. Would love to hear your thoughts. Enjoy!

"
Figma Make-a-thon (Sep 2025),WyJTb2NpYWxQb3N0Iiw3MTg0N10=,,,https://contra.com/community/Fs7vrPNv-de-stress-with-emotional-tracking-app-featuring,"Have you had a long day, with nowhere to vent your frustrations? This gamified a",False,0,2025-09-11T06:52:27,"Have you had a long day, with nowhere to vent your frustrations? This gamified app  let's you log your emotions for the day and helps calm you down through gamified quests.. "
